"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2048-P",40,60.055949514173,"CCAIF","Paris","California","UK","National Pumpkin Festival","1921 C","1625 X",-1,5,-5,"Howden",27.2409204727341,"light"
"2636-P",22,51.9380388105288,"ORSPO","Nottingham","California","USA","Regional Pumpkin Festival","1546 K","1098 Y",1,2,1,"Atlantic Giant",23.5586981172197,"light"
"2941-P",31,51.7578253811225,"ISFGY","Los Angeles","Texas","UK","Local Pumpkin Festival","1578 M","1985 R",127,63,-25,"Cinderella",23.4769546806695,"light"
"2394-P",36,43.3972110042348,"HATPK","Nottingham","California","UK","Local Pumpkin Festival","1515 F","1796 K",-4,-1,0,"Cinderella",19.684643790801,"light"
"2360-P",18,40.1627404777333,"BOFWF","Los Angeles","California","USA","Local Pumpkin Festival","1040 W","1690 I",-3,-4,4,"Atlantic Giant",18.21751263899,"light"
"2333-P",98,32.4836532507092,"EFCER","Los Angeles","Texas","UK","National Pumpkin Festival","1365 L","1020 L",0,-1,4,"Jack Be Little",14.7343372642474,"light"
"2555-P",38,17.4784035608172,"XMFWM","Houston","Texas","UK","Local Pumpkin Festival","1066 Q","1630 Q",5,2,0,"Cinderella",7.92807049496753,"light"
"2612-P",9,10.6306470330805,"HUZPC","Los Angeles","New York","UK","Regional Pumpkin Festival","1386 W","1906 C",3,-4,-4,"Atlantic Giant",4.82198038236843,"light"
"2033-P",18,12.3298216154799,"ZNWRJ","Los Angeles","New York","USA","National Pumpkin Festival","2000 U","1620 O",2,-3,-1,"Jack Be Little",5.59271300824275,"light"
"2175-P",79,1.2852346489206,"KEAIE","Houston","California","UK","Local Pumpkin Festival","1814 H","1975 I",-5,3,-4,"Cinderella",0.582972630410011,"light"
"2779-P",98,1976.16011315957,"BYNDR","Los Angeles","New York","Mexico","National Pumpkin Festival","1416 S","1502 U",441,1821,8,"Howden",896.371149227516,"heavy"
"2027-P",61,1617.64637724124,"LRZKH","Chicago","Texas","UK","Local Pumpkin Festival","1696 P","1265 A",429,1689,-7,"Atlantic Giant",733.752054074768,"heavy"
"2211-P",3,1506.80972515326,"FOHZF","Houston","Texas","USA","Local Pumpkin Festival","1915 Z","1478 O",393,1380,14,"Jack Be Little",683.477394371316,"heavy"
"2765-P",1,1416.92005721014,"ZRREG","Los Angeles","Texas","UK","National Pumpkin Festival","1359 N","1623 E",374,1206,21,"Cinderella",642.704126850483,"heavy"
"2812-P",30,1263.11185119264,"QJOHZ","Houston","California","UK","Regional Pumpkin Festival","1601 C","1344 J",386,1270,1,"Cinderella",572.937898157556,"heavy"
"2727-P",12,1246.64054211322,"PDKZH","Chicago","California","USA","Local Pumpkin Festival","1413 F","1706 C",396,1408,-15,"Jack Be Little",565.466638035221,"heavy"
"2807-P",57,1185.0317420233,"HLJOE","Chicago","Florida","UK","Regional Pumpkin Festival","1495 Z","1606 Q",363,1130,0,"Howden",537.521356389579,"heavy"
"2233-P",45,1111.68995891418,"RBNOM","Nottingham","Texas","Mexico","National Pumpkin Festival","1481 G","1125 W",370,1156,-5,"Atlantic Giant",504.254083169087,"heavy"
"2262-P",89,1109.67926238757,"PLYZK","Paris","New York","Mexico","Local Pumpkin Festival","1931 P","1737 U",359,1011,6,"Atlantic Giant",503.342046566228,"heavy"
"2600-P",64,1070.56106243376,"SBAXC","Nottingham","Texas","USA","National Pumpkin Festival","1749 H","1023 I",349,979,12,"Atlantic Giant",485.598329539046,"heavy"
"2304-P",83,1034.39253758378,"CPBYX","Chicago","Florida","UK","Local Pumpkin Festival","1792 G","1863 Z",368,1146,-11,"Atlantic Giant",469.192562632942,"heavy"
"2632-P",7,1016.27836875059,"OZAHO","Houston","New York","UK","Local Pumpkin Festival","1735 C","1628 I",359,1047,1,"Howden",460.976113861313,"heavy"
"2818-P",55,1014.04561662208,"LWVZR","Nottingham","New York","Mexico","Local Pumpkin Festival","1070 W","1238 P",350,952,10,"Howden",459.963354531722,"heavy"
"2129-P",46,840.714392802678,"QVWIX","Houston","California","UK","National Pumpkin Festival","1224 U","1530 X",1,-2,3,"Cinderella",381.341633924478,"heavy"
"2320-P",12,834.613627514802,"ZRNFH","New York","Florida","USA","Local Pumpkin Festival","1757 L","1488 A",2,-5,-2,"Howden",378.574373338736,"heavy"
"2691-P",30,803.682198625058,"AKPDH","Chicago","California","USA","National Pumpkin Festival","1593 X","1025 M",0,-1,1,"Atlantic Giant",364.544113201151,"heavy"
"2337-P",45,753.612392855808,"NBWKB","Houston","New York","USA","Local Pumpkin Festival","1357 W","1710 A",5,-5,-1,"Atlantic Giant",341.832831336837,"heavy"
"2658-P",19,689.620508364029,"OKRWQ","Nottingham","California","USA","National Pumpkin Festival","1332 Y","1342 K",311,682,0,"Atlantic Giant",312.806600789445,"heavy"
"2556-P",44,679.372948940843,"TJHGL","Houston","Texas","Mexico","Local Pumpkin Festival","1148 D","1562 P",298,631,2,"Jack Be Little",308.158386023966,"heavy"
"2870-P",91,667.285280247219,"LZVVR","Paris","Texas","Mexico","Regional Pumpkin Festival","1284 H","1169 J",310,719,-11,"Jack Be Little",302.67551173345,"heavy"
"2680-P",93,622.608645020053,"JDLVZ","Houston","New York","USA","National Pumpkin Festival","1584 A","1711 D",-1,4,5,"Cinderella",282.410530877134,"medium"
"2483-P",84,620.122775766999,"YGYYJ","New York","New York","UK","National Pumpkin Festival","1435 S","1854 D",301,661,-3,"Atlantic Giant",281.282959551131,"medium"
"2997-P",18,584.998480092734,"PLSPB","New York","Texas","UK","Regional Pumpkin Festival","1315 P","1565 S",302,625,-9,"Cinderella",265.350847031661,"medium"
"2662-P",40,487.130133522674,"TDSHK","Houston","Florida","USA","National Pumpkin Festival","1868 T","1910 F",267,453,11,"Cinderella",220.958511762966,"medium"
"2251-P",13,373.542585269548,"OFVFY","New York","New York","UK","Regional Pumpkin Festival","1601 R","1045 M",248,372,0,"Jack Be Little",169.436066548341,"medium"
"2731-P",67,327.393929945305,"PNYJY","Los Angeles","Florida","USA","Local Pumpkin Festival","1108 N","1331 L",0,-5,1,"Jack Be Little",148.503388607505,"medium"
"2159-P",92,90.7922114349902,"WCFLZ","Los Angeles","California","USA","National Pumpkin Festival","1647 V","1506 D",155,96,2,"Howden",41.1826543623383,"light"
"2783-P",37,2464.09824106935,"QYENL","Paris","New York","Mexico","Regional Pumpkin Festival","1280 F","1290 I",473,2088,20,"Jack Be Little",1117.69616107948,"heavy"
"2080-P",53,2436.63063295521,"SVZGY","Los Angeles","Florida","Mexico","National Pumpkin Festival","1053 Q","1383 M",493,2310,4,"Cinderella",1105.23706361675,"heavy"
"2831-P",46,2411.85311061423,"WAWQP","New York","California","Mexico","Regional Pumpkin Festival","1035 C","1340 E",483,2200,9,"Howden",1093.99816853538,"heavy"
"2460-P",23,2289.82060638908,"JCALY","Nottingham","Texas","USA","National Pumpkin Festival","1019 E","1712 B",459,1949,13,"Cinderella",1038.64515572686,"heavy"
"2118-P",77,2152.5070769852,"RDGAK","Nottingham","California","USA","National Pumpkin Festival","1438 M","1533 C",473,2177,2,"Jack Be Little",976.360786491491,"heavy"
"2906-P",39,2161.60712900851,"ACLKR","Paris","Florida","USA","Regional Pumpkin Festival","1600 C","1063 G",463,2050,9,"Jack Be Little",980.488500655866,"heavy"
"2419-P",53,2130.10896925218,"OPPJG","Nottingham","Texas","USA","Regional Pumpkin Festival","1640 G","1951 N",450,1928,16,"Atlantic Giant",966.201175721355,"heavy"
"2527-P",11,2087.74904874247,"HSFTS","Chicago","New York","USA","Regional Pumpkin Festival","1777 X","1997 P",460,1974,8,"Atlantic Giant",946.987038984341,"heavy"
"2144-P",25,2024.7471921565,"REFNV","Nottingham","New York","UK","National Pumpkin Festival","1142 H","1617 E",455,1900,5,"Cinderella",918.409877541113,"heavy"
"2738-P",57,2019.23674930558,"LGSDE","Paris","Florida","USA","National Pumpkin Festival","1388 W","1593 Q",456,1937,7,"Jack Be Little",915.910382708612,"heavy"
"2677-P",97,2014.72813269123,"LKVDM","Chicago","Florida","UK","National Pumpkin Festival","1337 I","1858 L",446,1854,4,"Atlantic Giant",913.865308613092,"heavy"
"2859-P",8,1982.43633366264,"DBOUR","Los Angeles","Texas","UK","National Pumpkin Festival","1320 J","1134 G",455,1998,-3,"Cinderella",899.21799496015,"heavy"
"2907-P",47,1960.19378976803,"BZDAQ","Los Angeles","Texas","Mexico","National Pumpkin Festival","1973 N","1962 L",434,1785,9,"Howden",889.128946760164,"heavy"
"2390-P",61,1928.86196009628,"FEEHT","Houston","New York","USA","Regional Pumpkin Festival","1539 Y","1151 C",447,1838,9,"Cinderella",874.917067882919,"heavy"
"2131-P",68,1939.9763894191,"MQOSO","Houston","New York","USA","National Pumpkin Festival","1929 M","1751 O",449,1925,-1,"Atlantic Giant",879.958488220653,"heavy"
"2098-P",5,1915.87477646079,"XXWIQ","New York","California","Mexico","National Pumpkin Festival","1847 V","1260 Y",432,1765,11,"Cinderella",869.02618047807,"heavy"
"2376-P",90,1895.51076823939,"KBHOC","Los Angeles","New York","Mexico","Local Pumpkin Festival","1289 W","1175 Q",454,1968,-5,"Howden",859.789221726224,"heavy"
"2642-P",79,1876.11896339804,"FSQVW","Chicago","Florida","Mexico","Regional Pumpkin Festival","1045 C","1250 F",447,1892,-4,"Howden",850.99324700966,"heavy"
"2383-P",16,1860.79677091632,"CHFRY","Chicago","New York","USA","National Pumpkin Festival","1278 U","1614 B",453,1914,-8,"Atlantic Giant",844.043217408281,"heavy"
"2775-P",26,1830.03582507186,"GKYUG","Los Angeles","New York","Mexico","Local Pumpkin Festival","1990 K","1094 H",431,1695,9,"Cinderella",830.090287079249,"heavy"
"2821-P",69,1819.93797577452,"QVLVF","Chicago","Texas","USA","National Pumpkin Festival","1235 F","1841 P",453,1891,-5,"Cinderella",825.509979684567,"heavy"
"2535-P",17,1810.34197669197,"BTAOZ","New York","Florida","Mexico","Regional Pumpkin Festival","1311 F","1544 C",436,1714,10,"Cinderella",821.157307718195,"heavy"
"2864-P",7,1803.17307638936,"ROBIV","Chicago","Texas","UK","Regional Pumpkin Festival","1277 X","1887 W",438,1828,2,"Howden",817.90554923964,"heavy"
"2222-P",94,1810.78152171709,"MDZXC","Nottingham","Florida","USA","Regional Pumpkin Festival","1706 T","1261 E",433,1731,6,"Cinderella",821.35668198786,"heavy"
"2976-P",3,1799.06831308417,"CUTAN","Houston","Florida","UK","Local Pumpkin Festival","1578 S","1764 L",408,1511,18,"Atlantic Giant",816.043659923751,"heavy"
"2359-P",3,1798.60991433263,"QFFWI","Houston","Texas","USA","National Pumpkin Festival","1368 A","1627 N",437,1710,6,"Cinderella",815.835733747634,"heavy"
"2392-P",36,1761.89685497526,"GLBVM","Houston","Florida","Mexico","Local Pumpkin Festival","1424 X","1972 W",426,1698,-1,"Jack Be Little",799.182970143775,"heavy"
"2166-P",20,1765.98246791027,"NVMQP","Houston","New York","UK","Regional Pumpkin Festival","1575 W","1818 P",416,1592,14,"Cinderella",801.036172997871,"heavy"
"2982-P",35,1757.00225692336,"WVDUM","Nottingham","New York","Mexico","Local Pumpkin Festival","1068 J","1921 I",415,1545,16,"Jack Be Little",796.962817813214,"heavy"
"2933-P",39,1759.23317643441,"RDWHE","Paris","Texas","UK","National Pumpkin Festival","1798 L","1618 V",445,1805,-4,"Jack Be Little",797.974745881513,"heavy"
"2706-P",33,1757.39935340267,"XVWLS","New York","New York","USA","National Pumpkin Festival","1600 Q","1038 V",443,1880,-2,"Atlantic Giant",797.142937746383,"heavy"
"2780-P",79,1755.8159002427,"TKXWE","Chicago","New York","USA","National Pumpkin Festival","1164 Z","1089 S",438,1720,0,"Howden",796.42469547477,"heavy"
"2589-P",51,1736.81213539299,"AQNJU","New York","New York","UK","Local Pumpkin Festival","1884 M","1754 G",416,1520,9,"Cinderella",787.804732737666,"heavy"
"2091-P",46,1734.04974144623,"OIMPH","Nottingham","Florida","Mexico","Local Pumpkin Festival","1449 E","1848 G",418,1576,15,"Jack Be Little",786.551731920481,"heavy"
"2648-P",95,1749.44355476089,"JSYXZ","Houston","New York","UK","Local Pumpkin Festival","1628 I","1699 Y",419,1550,9,"Howden",793.534248185216,"heavy"
"2307-P",97,1728.59322057012,"BIMOE","New York","California","USA","Regional Pumpkin Festival","1822 R","1587 U",433,1736,-3,"Howden",784.076695684336,"heavy"
"2047-P",88,1737.2787721632,"AERUW","New York","Texas","UK","Local Pumpkin Festival","1093 Y","1821 F",423,1608,5,"Jack Be Little",788.016395616198,"heavy"
"2240-P",30,1722.36386327818,"KMFKY","Paris","Florida","USA","Regional Pumpkin Festival","1122 R","1582 T",421,1576,14,"Jack Be Little",781.251106746706,"heavy"
"2375-P",80,1720.19791703112,"WKCPX","Houston","Florida","Mexico","Regional Pumpkin Festival","2000 E","1508 Z",419,1574,9,"Cinderella",780.268650055211,"heavy"
"2445-P",54,1703.8034200985,"TQPMY","Paris","Florida","USA","Local Pumpkin Festival","1951 J","1234 K",440,1750,0,"Howden",772.832231336584,"heavy"
"2144-P",26,1709.74161608424,"BAARD","Nottingham","Florida","USA","National Pumpkin Festival","1952 Y","1235 T",436,1788,-6,"Cinderella",775.525751727281,"heavy"
"2428-P",25,1706.53014928438,"QLZWS","Chicago","California","USA","Local Pumpkin Festival","1118 Z","1270 U",437,1744,3,"Atlantic Giant",774.069054890355,"heavy"
"2231-P",5,1671.80100276973,"WJIKX","New York","New York","Mexico","National Pumpkin Festival","1292 X","1425 G",424,1622,2,"Jack Be Little",758.316179014699,"heavy"
"2456-P",90,1678.94040239416,"IXQGF","Paris","New York","USA","Regional Pumpkin Festival","1692 J","1503 K",425,1692,-1,"Jack Be Little",761.554556210721,"heavy"
"2286-P",7,1639.88447975274,"WKAOY","Nottingham","Texas","USA","Local Pumpkin Festival","1749 T","1006 I",425,1623,6,"Howden",743.839087697263,"heavy"
"2453-P",55,1636.65315875318,"TASJV","New York","California","Mexico","Local Pumpkin Festival","1873 B","1420 R",431,1715,1,"Howden",742.373385146841,"heavy"
"2814-P",40,1644.0002944041,"VHBML","Chicago","California","Mexico","Regional Pumpkin Festival","1809 W","1536 H",424,1657,-7,"Atlantic Giant",745.705989819455,"heavy"
"2734-P",29,1625.94157931078,"WCXTS","Paris","Florida","UK","Regional Pumpkin Festival","1448 C","1229 Y",423,1633,3,"Cinderella",737.514694441121,"heavy"
"2345-P",79,1619.37151151262,"AMQAR","New York","Texas","Mexico","National Pumpkin Festival","1179 E","1843 T",403,1421,11,"Atlantic Giant",734.534561817493,"heavy"
"2268-P",66,1613.98249906208,"GZSOF","New York","Florida","Mexico","National Pumpkin Festival","1109 S","1567 K",415,1596,5,"Atlantic Giant",732.090146888093,"heavy"
"2901-P",21,1596.47910622042,"JVOUT","Nottingham","Florida","Mexico","Local Pumpkin Festival","1168 Y","1168 G",405,1469,6,"Howden",724.150741446001,"heavy"
"2666-P",56,1592.29481433053,"BSYMC","New York","New York","Mexico","Local Pumpkin Festival","1301 V","1360 B",424,1597,-3,"Cinderella",722.252778570893,"heavy"
"2382-P",85,1599.04401680548,"VXABY","Chicago","California","UK","Local Pumpkin Festival","1712 I","1760 C",406,1479,11,"Cinderella",725.314165317116,"heavy"
"2326-P",28,1592.31797385868,"NDABD","Nottingham","California","Mexico","National Pumpkin Festival","1346 B","1026 R",410,1477,6,"Cinderella",722.263283556155,"heavy"
"2527-P",75,1593.63975831307,"YHHSS","Los Angeles","Florida","UK","National Pumpkin Festival","1080 Z","1468 Y",414,1549,1,"Jack Be Little",722.862834899455,"heavy"
"2282-P",42,1570.45453620888,"JXILW","Houston","California","UK","Local Pumpkin Festival","1208 K","1352 I",421,1558,-1,"Cinderella",712.346195056238,"heavy"
"2168-P",80,1573.46520696022,"HEXLG","Los Angeles","Texas","UK","Regional Pumpkin Festival","1187 R","1454 D",406,1425,9,"Atlantic Giant",713.711812337625,"heavy"
"2810-P",42,1570.94072699267,"TBUVS","Houston","New York","Mexico","National Pumpkin Festival","1118 S","1673 Z",422,1570,2,"Cinderella",712.56672748613,"heavy"
"2106-P",50,1573.65359873232,"AOMFD","New York","Texas","UK","National Pumpkin Festival","1150 F","1236 T",404,1408,16,"Cinderella",713.79726540802,"heavy"
"2015-P",65,1548.46343706828,"HIODJ","Nottingham","New York","USA","National Pumpkin Festival","1611 W","1485 U",431,1667,-10,"Howden",702.371200278145,"heavy"
"2119-P",93,1541.07496533077,"EMRYK","Chicago","Texas","USA","Regional Pumpkin Festival","1332 H","1598 Y",401,1379,8,"Cinderella",699.019845872053,"heavy"
"2134-P",1,1522.0685000727,"FFLGY","Chicago","California","Mexico","Regional Pumpkin Festival","1074 C","1609 F",414,1515,-3,"Jack Be Little",690.398658250319,"heavy"
"2409-P",94,1516.07317370456,"FAQVM","Paris","Texas","UK","Local Pumpkin Festival","1319 Q","1518 N",422,1606,-6,"Howden",687.679223954072,"heavy"
"2604-P",51,1517.9208429344,"OZITL","Paris","California","UK","National Pumpkin Festival","1318 R","1204 D",392,1376,5,"Atlantic Giant",688.517312619012,"heavy"
"2634-P",11,1521.69765029941,"WSYDH","Houston","Florida","Mexico","Regional Pumpkin Festival","1778 Z","1083 Y",422,1606,-9,"Atlantic Giant",690.230443622739,"heavy"
"2816-P",36,1518.16283488087,"DFEYJ","Chicago","Texas","USA","National Pumpkin Festival","1153 I","1972 A",392,1355,15,"Atlantic Giant",688.627078319534,"heavy"
"2812-P",12,1516.27728556469,"EULSA","Nottingham","California","Mexico","Local Pumpkin Festival","1841 K","1087 T",415,1558,0,"Jack Be Little",687.771807536455,"heavy"
"2564-P",26,1501.839274331,"ELKFM","Houston","New York","USA","National Pumpkin Festival","1591 I","1381 O",389,1353,8,"Howden",681.222835802877,"heavy"
"2755-P",78,1505.60703174025,"KJTUE","Nottingham","Texas","Mexico","Local Pumpkin Festival","1343 K","1324 B",393,1361,8,"Cinderella",682.931861815724,"heavy"
"2897-P",7,1490.51118740439,"NJBTF","Nottingham","Texas","Mexico","Local Pumpkin Festival","1131 H","1605 A",400,1447,0,"Cinderella",676.084502006273,"heavy"
"2119-P",59,1494.87338680588,"WRAQF","Chicago","New York","UK","Local Pumpkin Festival","1322 Y","1973 J",402,1391,3,"Atlantic Giant",678.063162371204,"heavy"
"2735-P",52,1493.86547934078,"TJGGI","Paris","California","UK","Regional Pumpkin Festival","1830 M","1040 C",404,1495,-1,"Jack Be Little",677.605983235369,"heavy"
"2828-P",66,1488.41755350959,"HUCIF","Paris","Florida","USA","National Pumpkin Festival","1492 N","1123 U",388,1339,16,"Atlantic Giant",675.134845646015,"heavy"
"2618-P",30,1485.18152304646,"HCXNV","New York","Florida","Mexico","Regional Pumpkin Festival","1771 P","1898 U",408,1530,-5,"Cinderella",673.667006918852,"heavy"
"2694-P",74,1478.9300496513,"PKZIM","Los Angeles","Florida","UK","Regional Pumpkin Festival","1800 M","1088 N",403,1483,5,"Cinderella",670.831386285552,"heavy"
"2699-P",78,1483.84635517932,"UQZRE","Chicago","California","Mexico","Regional Pumpkin Festival","1704 Q","1383 X",406,1454,-1,"Jack Be Little",673.061384961652,"heavy"
"2900-P",81,1472.83379530907,"ORGHK","New York","Texas","UK","Regional Pumpkin Festival","1082 Q","1775 G",385,1250,14,"Jack Be Little",668.066171830334,"heavy"
"2461-P",56,1474.29869825579,"HUAFV","Houston","Florida","UK","Regional Pumpkin Festival","1661 Y","1242 T",381,1277,18,"Jack Be Little",668.73064062976,"heavy"
"2115-P",25,1450.15534538124,"FVYKR","Chicago","Texas","Mexico","Local Pumpkin Festival","1944 B","1359 C",395,1413,5,"Jack Be Little",657.779399979644,"heavy"
"2138-P",76,1467.72083685081,"OWZMS","Chicago","Florida","USA","Regional Pumpkin Festival","1582 Q","1830 I",395,1339,14,"Atlantic Giant",665.746972885544,"heavy"
"2644-P",63,1465.08712326549,"HQNLO","Houston","California","UK","Local Pumpkin Festival","1029 B","1365 Q",403,1453,-5,"Jack Be Little",664.552340498476,"heavy"
"2518-P",97,1450.66797812842,"BSSFI","Houston","Texas","USA","Regional Pumpkin Festival","1541 A","1751 I",389,1356,9,"Atlantic Giant",658.011926282377,"heavy"
"2409-P",38,1441.63716861978,"WRIXH","New York","New York","Mexico","Regional Pumpkin Festival","1987 O","1199 Q",394,1408,6,"Howden",653.915619994336,"heavy"
"2110-P",90,1449.4519456476,"ZCJIB","Nottingham","California","USA","National Pumpkin Festival","1443 U","1821 L",405,1443,5,"Atlantic Giant",657.460343227405,"heavy"
"2996-P",32,1446.46924411133,"QASXR","Nottingham","California","UK","Regional Pumpkin Festival","1536 S","1696 B",414,1524,-6,"Cinderella",656.107412568566,"heavy"
"2827-P",22,1435.5081388196,"FCOZL","New York","Texas","Mexico","Local Pumpkin Festival","1399 J","1350 Y",415,1512,-7,"Howden",651.13553884147,"heavy"
"2150-P",95,1413.52869532444,"ZLUPE","Paris","New York","Mexico","Regional Pumpkin Festival","1914 M","1348 G",406,1455,-3,"Cinderella",641.165830975219,"heavy"
"2911-P",50,1430.98128010798,"ZZRFT","Los Angeles","Florida","USA","Regional Pumpkin Festival","1994 Z","1732 N",415,1505,-10,"Jack Be Little",649.082190269814,"heavy"
"2276-P",100,1410.59282395802,"ZNZJI","Nottingham","New York","USA","Regional Pumpkin Festival","2000 W","1024 F",400,1384,7,"Jack Be Little",639.834142124113,"heavy"
"2542-P",49,1410.85759774595,"CRRUG","Houston","New York","Mexico","Local Pumpkin Festival","1238 K","1144 T",411,1484,-7,"Jack Be Little",639.954241494094,"heavy"
"2334-P",28,1419.71462537535,"APVDQ","Chicago","Florida","UK","Local Pumpkin Festival","1048 U","1086 J",377,1248,13,"Jack Be Little",643.971721647665,"heavy"
"2336-P",9,1395.98815266695,"EOHRO","Nottingham","Florida","Mexico","Local Pumpkin Festival","1977 U","1676 U",407,1468,0,"Atlantic Giant",633.209574660123,"heavy"
"2238-P",50,1402.74782152846,"DZFIB","Nottingham","California","UK","National Pumpkin Festival","1835 U","1587 P",411,1549,-13,"Howden",636.275708879433,"heavy"
"2572-P",31,1395.23222985119,"POXIQ","Houston","Texas","UK","Regional Pumpkin Festival","1468 W","1087 T",399,1387,-1,"Jack Be Little",632.866693838584,"heavy"
"2342-P",33,1379.4123807773,"FGMTY","New York","Florida","USA","Regional Pumpkin Festival","1506 W","1247 U",390,1317,10,"Atlantic Giant",625.690931004118,"heavy"
"2851-P",33,1392.97804928794,"NZSFE","Chicago","Florida","USA","Regional Pumpkin Festival","1134 Z","1693 L",401,1375,6,"Jack Be Little",631.844214734496,"heavy"
"2051-P",76,1377.48214420211,"PWSNI","Los Angeles","California","Mexico","National Pumpkin Festival","1970 J","1267 Y",385,1269,11,"Jack Be Little",624.815390421315,"heavy"
"2667-P",22,1373.7099156389,"CECGM","Paris","Texas","USA","National Pumpkin Festival","1709 Z","1414 G",382,1226,14,"Jack Be Little",623.104336327149,"heavy"
"2199-P",21,1387.47934175003,"CTRMM","Chicago","New York","UK","Local Pumpkin Festival","1608 G","1315 Y",391,1316,5,"Cinderella",629.350042950438,"heavy"
"2297-P",73,1383.95500371233,"SIWAJ","Los Angeles","Florida","Mexico","Local Pumpkin Festival","1075 N","1746 R",382,1203,13,"Howden",627.751430107233,"heavy"
"2014-P",66,1374.98229453154,"QDOGR","Nottingham","California","Mexico","Local Pumpkin Festival","1016 Z","1951 X",401,1414,2,"Jack Be Little",623.681477684599,"heavy"
"2377-P",10,1382.28699173499,"XHHHG","New York","Texas","USA","Local Pumpkin Festival","1870 U","1630 G",403,1412,-7,"Jack Be Little",626.994832601244,"heavy"
"2019-P",100,1360.9228743678,"GMIKT","Nottingham","Texas","UK","Regional Pumpkin Festival","1512 D","1405 Q",389,1308,4,"Cinderella",617.304231971701,"heavy"
"2289-P",52,1362.82850613259,"DSGMC","Los Angeles","New York","UK","National Pumpkin Festival","1212 X","1282 Y",376,1230,7,"Atlantic Giant",618.16861200024,"heavy"
"2545-P",4,1362.5990927238,"GLXYG","Chicago","California","UK","Regional Pumpkin Festival","1012 R","1060 J",381,1285,2,"Cinderella",618.064551828439,"heavy"
"2005-P",28,1351.88387066182,"QAJSZ","New York","California","USA","Regional Pumpkin Festival","1431 Y","1302 K",382,1283,4,"Jack Be Little",613.204208858267,"heavy"
"2793-P",57,1346.10220129602,"SCJHL","New York","Florida","USA","National Pumpkin Festival","1370 L","1462 D",387,1328,-3,"Jack Be Little",610.581687748077,"heavy"
"2170-P",5,1345.49499662872,"SLAAO","Paris","New York","USA","Local Pumpkin Festival","1501 R","1558 F",385,1247,14,"Jack Be Little",610.306264343965,"heavy"
"2292-P",73,1350.92071029078,"FKKNK","Nottingham","California","Mexico","Regional Pumpkin Festival","1648 U","1582 T",378,1231,13,"Cinderella",612.767326662879,"heavy"
"2569-P",24,1349.42308304179,"DPSBE","Houston","Texas","UK","National Pumpkin Festival","1056 I","1242 N",403,1473,-5,"Atlantic Giant",612.088014369634,"heavy"
"2196-P",20,1355.5212759627,"CGETY","New York","New York","Mexico","Regional Pumpkin Festival","1533 H","1321 O",402,1409,-6,"Cinderella",614.854108149347,"heavy"
"2476-P",38,1349.20023118705,"HXDXC","Houston","Florida","UK","National Pumpkin Festival","1622 R","1744 A",395,1371,-5,"Cinderella",611.98693046868,"heavy"
"2043-P",25,1346.7969563771,"ZOTNE","Nottingham","California","USA","National Pumpkin Festival","1846 B","1058 B",401,1391,-3,"Howden",610.896823351877,"heavy"
"2735-P",9,1330.99618318584,"IKYEO","Paris","Texas","USA","Regional Pumpkin Festival","1850 C","1598 R",433,1716,-21,"Jack Be Little",603.729713192218,"heavy"
"2162-P",63,1345.54100760445,"JZSBJ","Los Angeles","Florida","Mexico","Local Pumpkin Festival","1007 D","1477 B",386,1291,4,"Cinderella",610.327134571491,"heavy"
"2358-P",83,1346.59400627296,"JTQHP","New York","California","USA","Regional Pumpkin Festival","1571 H","1597 U",397,1387,1,"Jack Be Little",610.804766733149,"heavy"
"2258-P",90,1345.68519098777,"FNVSL","Houston","Texas","UK","Regional Pumpkin Festival","1999 D","1824 M",381,1235,7,"Cinderella",610.392535054047,"heavy"
"2686-P",96,1331.16310068984,"QQTSJ","Nottingham","California","Mexico","National Pumpkin Festival","1951 L","1249 K",397,1385,2,"Cinderella",603.805425698451,"heavy"
"2437-P",17,1331.29032573011,"UUWWJ","Los Angeles","Texas","UK","Regional Pumpkin Festival","1604 P","1685 V",403,1410,-7,"Howden",603.863134005992,"heavy"
"2620-P",9,1313.20976760425,"RCXPU","Paris","New York","Mexico","Local Pumpkin Festival","1616 P","1490 A",379,1256,4,"Howden",595.66193079476,"heavy"
"2115-P",45,1322.21828651614,"NLSOW","New York","New York","UK","National Pumpkin Festival","1893 M","1943 B",360,1100,20,"Jack Be Little",599.748126238197,"heavy"
"2736-P",31,1322.79597783275,"UDWNX","Chicago","Texas","USA","Local Pumpkin Festival","1944 K","1926 H",389,1281,6,"Atlantic Giant",600.010162611624,"heavy"
"2103-P",12,1311.11113377064,"TKLIN","New York","New York","Mexico","Local Pumpkin Festival","1184 Y","1907 R",379,1249,3,"Howden",594.710006500414,"heavy"
"2688-P",25,1308.84663192276,"OLIFO","New York","Texas","Mexico","Regional Pumpkin Festival","1199 J","1496 C",392,1288,7,"Howden",593.682845740362,"heavy"
"2676-P",39,1320.37515321188,"VUMOS","Chicago","California","UK","Local Pumpkin Festival","1786 J","1423 B",371,1132,12,"Atlantic Giant",598.912095034488,"heavy"
"2714-P",15,1310.32129150815,"NRHFU","Nottingham","California","UK","Local Pumpkin Festival","1877 F","1003 X",394,1370,1,"Cinderella",594.351740076644,"heavy"
